,clustering_coefficient
1422964671,0.0
ksubeauty,0.0
5156173966,0.0
1523218814,0.0
6552212113,0.0
6556032836,0.0
5244528121,0.0
888976424,0.0
6564732164,0.0
6947938467,0.0
1544778547,0.0
6524079510,0.0
1651683299,0.0
5253948665,0.0
1381881483,0.0
1590531105,0.0
1582034562,0.0
6384825214,0.0
1690355892,0.0
6644895366,0.0
1671362630,0.0
145906659,0.0
5500171231,0.0
5102661033,0.0
oroszhirek,0.0
734522125,0.0
1216724016,0.0
1061185462,0.0
1937905121,0.0
5057108380,0.0
2080919055,0.0
1669918766,0.0
1513500766,0.0
5118546231,0.0
avdeevkaru,0.0
5822326263,0.0
1519164143,0.0
377944879,0.0
5602157666,0.0
inflationtoday,0.0
938646112,0.0
1061261788,0.0
5224623785,0.0
1415506404,0.0
835671428,0.0
1960678555,0.0
999355371,0.0
1638524337,0.0
terrikony_donbassa,0.0
6462425638,0.0
donetsk_tv,0.0
5553061470,0.0
5119741172,0.0
6105583398,0.0
1545439228,0.0
758556724,0.0
815018706,0.0
287271087,0.0
fso_fsb,0.0
313108759,0.0
1640078809,0.0
5349984905,0.0
Armillary,0.0
2023417787,0.0
141469695,0.0
1609334697,0.0
464451849,0.0
5192011746,0.0
zartnir,0.0
1293175176,0.0
6287430850,0.0
1445531706,0.0
376763977,0.0
Dagmawi_Babi,0.0
629763077,0.0
5290870970,0.0
1577342151,0.0
5023825987,0.0
1537812697,0.0
985700165,0.0
5615292271,0.0
1142932999,0.0
grajdaninmoldovi,0.0
6367399724,0.0
6163299711,0.0
1563382002,0.0
236221678,0.0
newbur_true,0.0
6527079877,0.0
360396,0.0
potapms,0.0
1349896862,0.0
2105872560,0.0
6100304191,0.0
5111719512,0.0
Matrixfreemind,0.0
6150652686,0.0
1741743653,0.0
1554354222,0.0
2024598153,0.0
1471256731,0.0
971912226,0.0
1560126970,0.0
1432358948,0.0
869068934,0.0
6588529316,0.0
874281052,0.0
1380997165,0.0
gertewenungar,0.0
1871111530,0.0
1778301975,0.0
1418817693,0.0
1478595306,0.0
1401318657,0.0
1709455429,0.0
1524254219,0.0
5507003593,0.0
1161543795,0.0
464540315,0.0
701990124,0.0
snegirevonline,0.0
470366624,0.0
391517005,0.0
580892712,0.0
6633646541,0.0
1105471262,0.0
151130975,0.0
5210320226,0.0
1726068891,0.0
1595445752,0.0
6654741611,0.0
6620420992,0.0
786422776,0.0
5178400837,0.0
1552141758,0.0
6000780342,0.0
6221308441,0.0
6759384572,0.0
6416212776,0.0
1639433276,0.0
765826032,0.0
6798478949,0.0
1463666260,0.0
5234214416,0.0
1448778878,0.0
5272646642,0.0
365726240,0.0
5353392946,0.0
lafionda,0.0
5103498711,0.0
6717449143,0.0
480937572,0.0
1815700072,0.0
1863792821,0.0
1680360594,0.0
6091913763,0.0
5348087335,0.0
877030442,0.0
1452400094,0.0
6997253044,0.0
1821918450,0.0
6334222549,0.0
1654902295,0.0
7070854730,0.0
6601529865,0.0
6490757546,0.0
5165584088,0.0
1353596538,0.0
1978476416,0.0
5083819339,0.0
5096039013,0.0
904746047,0.0
6731420098,0.0
1215910545,0.0
1658549427,0.0
6802301596,0.0
1814566063,0.0
1593596798,0.0
1605580165,0.0
1971146045,0.0
1048605859,0.0
5042695995,0.0
214614510,0.0
denisdeppe,0.0
1523932708,0.0
7001156974,0.0
5775020604,0.0
1809098320,0.0
7191377616,0.0
5685887253,0.0
795577528,0.0
7093552853,0.0
6883530145,0.0
1561253078,0.0
1453983216,0.0
1994265112,0.0
1777179782,0.0
1671025696,0.0
1353563399,0.0
759336130,0.0
5594189971,0.0
1425090352,0.0
7189330620,0.0
7095151198,0.0
1517052759,0.0
7153255966,0.0
1518468405,0.0
1551941187,0.0
1518720100,0.0
1524420852,0.0
7179197662,0.0
2079747457,0.0
5371678095,0.0
6866279595,0.0
6347647057,0.0
6511067418,0.0
7030034778,0.0
1592891136,0.0
21197488,0.0
1083420924,0.0
1335000847,0.0
1938561434,0.0
1545340237,0.0
Laut_er_staerke,0.0
788977409,0.0
2050715605,0.0
6492245393,0.0
1507647657,0.0
1525810483,0.0
1872310789,0.0
6624563524,0.0
1263226308,0.0
7107668411,0.0
6321726007,0.0
2026839435,0.0
6998544736,0.0
7164288785,0.0
5937993208,0.0
1237850488,0.0
903536146,0.0
7085566602,0.0
1621498925,0.0
7098219454,0.0
941119604,0.0
874143693,0.0
6610422189,0.0
1274238618,0.0
1452228734,0.0
5035053355,0.0
139964817,0.0
7036390741,0.0
1509084588,0.0
6912469806,0.0
1574840735,0.0
757329428,0.0
253037750,0.0
1733568355,0.0
7010603530,0.0
1856591176,0.0
1557964264,0.0
6477244756,0.0
1502122953,0.0
7231339367,0.0
1545044533,0.0
1028996806,0.0
1558615372,0.0
728683915,0.0
1457131912,0.0
1558762874,0.0
1599092025,0.0
6876383177,0.0
1548397876,0.0
1504883453,0.0
6974411996,0.0
1141976306,0.0
659834786,0.0
5598763313,0.0
6605305802,0.0
6540658054,0.0
1412740031,0.0
1223532751,0.0
6553485152,0.0
1049824850,0.0
6991180149,0.0
1216051239,0.0
6127711696,0.0
1557923611,0.0
1513418268,0.0
7359733300,0.0
1587192278,0.0
1553185312,0.0
7292105953,0.0
7096595441,0.0
1514341188,0.0
7315719233,0.0
7254478166,0.0
1435431665,0.0
7064414100,0.0
1549221278,0.0
1586320191,0.0
1531445405,0.0
5011204950,0.0
1113306251,0.0
1527046235,0.0
1598666518,0.0
1536780744,0.0
6075094939,0.0
6736826860,0.0
1347327718,0.0
1463970348,0.0
1592972415,0.0
1592255852,0.0
1871517198,0.0
821950109,0.0
585132638,0.0
technome_me,0.0
5149467232,0.0
1024049344,0.0
7452946138,0.0
1578824299,0.0
1691652773,0.0
1534033346,0.0
1579113163,0.0
1547702213,0.0
1539303316,0.0
1459521332,0.0
7310086821,0.0
5954938418,0.0
6571752231,0.0
755759315,0.0
6055820171,0.0
5895097668,0.0
1558692665,0.0
5396893106,0.0
1587303968,0.0
758655377,0.0
1546383956,0.0
1564218401,0.0
1578091187,0.0
7303480277,0.0
586037415,0.0
1267769228,0.0
1568447174,0.0
830081062,0.0
7168053061,0.0
5246162236,0.0
1564171311,0.0
160301680,0.0
517661412,0.0
5302699983,0.0
1043478886,0.0
6557360911,0.0
1071528146,0.0
1512512705,0.0
6493830618,0.0
6941489379,0.0
10045075,0.0
500132819,0.0
1664954760,0.0
1531126403,0.0
1290260578,0.0
1573856837,0.0
1548612100,0.0
254629529,0.0
203377451,0.0
2065835741,0.0
728167279,0.0
888917781,0.0
6644674870,0.0
5283430773,0.0
1409321303,0.0
1557762154,0.0
1030098082,0.0
1839129271,0.0
7799447801,0.0
1502578878,0.0
5192661026,0.0
5684391820,0.0
622592536,0.0
5036137032,0.0
812277761,0.0
812862719,0.0
1324405751,0.0
2060225253,0.0
1303508208,0.0
1597586630,0.0
1426034297,0.0
6406094850,0.0
1597477228,0.0
1799708405,0.0
1567668849,0.0
7138903615,0.0
5366391495,0.0
1073929791,0.0
2026108042,0.0
1354088066,0.0
832343522,0.0
5555392508,0.0
1544330237,0.0
5826837869,0.0
7776554402,0.0
7671554645,0.0
227155862,0.0
6868966879,0.0
6215193495,0.0
868901143,0.0
7129416964,0.0
625996493,0.0
6416911423,0.0
1807372202,0.0
5776113680,0.0
7338104769,0.0
1537299057,0.0
985008169,0.0
883459058,0.0
2011915487,0.0
1959278633,0.0
1548052086,0.0
1555757264,0.0
1907028930,0.0
1478924087,0.0
2129198663,0.0
6126434207,0.0
1572357483,0.0
1598809513,0.0
6593002960,0.0
1626938083,0.0
6223853877,0.0
6508953527,0.0
6679148689,0.0
5592673728,0.0
1755655854,0.0
1329933674,0.0
1510571093,0.0
5805702473,0.0
5140269544,0.0
1453121747,0.0
1663771917,0.0
1947470059,0.0
1250071897,0.0
1942469339,0.0
2088306339,0.0
1515826513,0.0
prensabox,0.0
1488662644,0.0
6630527145,0.0
1651668920,0.0
86109016,0.0
1795709343,0.0
5325897933,0.0
705078389,0.0
184261696,0.0
1980955656,0.0
5799226562,0.0
2032354814,0.0
1599103468,0.0
1585153118,0.0
1424212013,0.0
1483872040,0.0
1578414679,0.0
1149874843,0.0
259684952,0.0
214898984,0.0
1345709681,0.0
1904409675,0.0
1531919510,0.0
1514006018,0.0
2044630287,0.0
1803349426,0.0
1522825309,0.0
5921592041,0.0
7085406008,0.0
1572845487,0.0
1985421415,0.0
1678917476,0.0
2089106252,0.0
1778398777,0.0
1518546054,0.0
1626839363,0.0
5669892434,0.0
1512612309,0.0
823088316,0.0
1343205312,0.0
548695221,0.0
5001985331,0.0
1174585021,0.0
1835460571,0.0
1418805625,0.0
1990911707,0.0
1446284081,0.0
1460033384,0.0
TheFascifistArchive,0.0
858685492,0.0
1592724125,0.0
6835739869,0.0
1557156654,0.0
1595197824,0.0
5929821675,0.0
5821614363,0.0
7106299794,0.0
1567089708,0.0
1343948246,0.0
1559329484,0.0
1537392606,0.0
1536423378,0.0
1626141436,0.0
6884700876,0.0
1589794037,0.0
5217860138,0.0
593608493,0.0
462510225,0.0
405599608,0.0
364654950,0.0
5253841932,0.0
1613802215,0.0
5845627079,0.0
2085809314,0.0
7460899876,0.0
7470822065,0.0
5948593817,0.0
6654237661,0.0
2125618098,0.0
6903686345,0.0
1678744410,0.0
727123308,0.0
6591310242,0.0
6738795996,0.0
1698753148,0.0
7064085732,0.0
1560324581,0.0
1405395747,0.0
2116636788,0.0
564981505,0.0
1540801465,0.0
5573483515,0.0
1580574892,0.0
6371503763,0.0
5162991450,0.0
666239208,0.0
5298322827,0.0
1990135557,0.0
753542386,0.0
1445487532,0.0
1527662073,0.0
1547000009,0.0
7190579014,0.0
1069844458,0.0
1602501802,0.0
1531110572,0.0
1559255523,0.0
7767169317,0.0
6084144365,0.0
1125264349,0.0
1483832010,0.0
7635735424,0.0
7399498653,0.0
1513460639,0.0
5150530538,0.0
2073178152,0.0
channelredline,0.0
1649346399,0.0
1441263129,0.0
1579180363,0.0
1990956866,0.0
1585861033,0.0
662019209,0.0
1563701563,0.0
1569729902,0.0
1126528567,0.0
5189783601,0.0
1449307801,0.0
1906024380,0.0
365215565,0.0
1250728546,0.0
343660276,0.0
1541380560,0.0
1994720552,0.0
1301416447,0.0
963550427,0.0
773168771,0.0
7292028161,0.0
461549012,0.0
855894250,0.0
444402551,0.0
1487690202,0.0
1135420888,0.0
1543302396,0.0
1518680933,0.0
6404473857,0.0
1418612479,0.0
747722878,0.0
PauNoCuDoBolsonaro,0.0
5364817101,0.0
1541326770,0.0
1254247274,0.0
1313897939,0.0
2045568332,0.0
2063012468,0.0
7454908191,0.0
1218058693,0.0
7275072018,0.0
786954116,0.0
6787727244,0.0
1519455074,0.0
114701593,0.0
76662447,0.0
5662668276,0.0
1526210345,0.0
ReunificacionistasRioplatenses,0.0
1606338844,0.0
5240798225,0.0
1592180932,0.0
6924539865,0.0
5879663255,0.0
6924375021,0.0
5651157393,0.0
6812645813,0.0
1747126982,0.0
71612435,0.0
1883285176,0.0
1555100932,0.0
1794066077,0.0
1906282335,0.0
5056150899,0.0
1415385078,0.0
1529761214,0.0
1579346608,0.0
959778553,0.0
221495408,0.0
698278990,0.0
1564719404,0.0
5852129153,0.0
1239506229,0.0
5062775227,0.0
1243230891,0.0
6657210353,0.0
6876515425,0.0
6488342476,0.0
1582677400,0.0
1861323009,0.0
1597348718,0.0
838129814,0.0
123699868,0.0
751802229,0.0
5207220260,0.0
86893408,0.0
1528349802,0.0
5279778489,0.0
1426282597,0.0
1594568882,0.0
1527990368,0.0
1525791831,0.0
1638599669,0.0
362705511,0.0
1102175271,0.0
5101979379,0.0
6490777050,0.0
512749170,0.0
6229527659,0.0
720651077,0.0
1266655762,0.0
1512923403,0.0
5602877879,0.0
157553068,0.0
234961514,0.0
prbyyar,0.0
51939291,0.0
1811897627,0.0
1928579251,0.0
5094206872,0.0
1572509321,0.0
1697364351,0.0
1698468533,0.0
5760534465,0.0
1518361434,0.0
1749101732,0.0
6351117972,0.0
803940351,0.0
5156643251,0.0
1829034424,0.0
5456954327,0.0
1507008938,0.0
6213198695,0.0
545415188,0.0
5107915953,0.0
1429483314,0.0
2025394433,0.0
5829420238,0.0
122724478,0.0
465578057,0.0
5667766731,0.0
6622261436,0.0
1890294583,0.0
parentalrebuffmoscow2020,0.0
5992354165,0.0
344685855,0.0
1573265972,0.0
5241829363,0.0
1590670579,0.0
265630269,0.0
28066649,0.0
1649308645,0.0
993666309,0.0
1190797957,0.0
1022786405,0.0
1991330463,0.0
1514806680,0.0
pennydrops,0.0
1570543191,0.0
1650082611,0.0
1814725752,0.0
1582275379,0.0
1672209490,0.0
5142415662,0.0
1478177421,0.0
1602573128,0.0
5901137385,0.0
6463179739,0.0
5328069901,0.0
BarrrsGroup,0.0
505317372,0.0
1583926969,0.0
1647704144,0.0
5241466653,0.0
789921577,0.0
1604211051,0.0
1217115785,0.0
1598517029,0.0
5945425722,0.0
1567695514,0.0
239080857,0.0
homeostatic_universe,0.0
169749702,0.0
5443054395,0.0
1623491235,0.0
1581436895,0.0
588612144,0.0
102863839,0.0
1674772161,0.0
1545757558,0.0
1303418547,0.0
1447405642,0.0
thingsgayfurriessay,0.0
411831367,0.0
1322717628,0.0
1097480024,0.0
6298377153,0.0
1860275001,0.0
1458700111,0.0
1641529529,0.0
1553010898,0.0
1577586359,0.0
5094104770,0.0
6188240357,0.0
5672240447,0.0
1763518157,0.0
1693816185,0.0
1532613418,0.0
1878250781,0.0
1977377376,0.0
tk_group,0.0
6099553600,0.0
5355914960,0.0
1892885988,0.0
5762156777,0.0
1565646291,0.0
1912943351,0.0
1674511737,0.0
6085195979,0.0
5312156720,0.0
146384337,0.0
769587175,0.0
230084983,0.0
1345083754,0.0
1689909770,0.0
1516947516,0.0
6224626110,0.0
817598820,0.0
188895305,0.0
longcovid_mecfs_eds,0.0
6120699696,0.0
803010663,0.0
1834404385,0.0
1583014941,0.0
1681048932,0.0
1541065866,0.0
1825998259,0.0
orfosvinstvo,0.0
177608404,0.0
6346779272,0.0
371412854,0.0
1567282214,0.0
5507827713,0.0
1795043316,0.0
1204981975,0.0
5006995932,0.0
1661546993,0.0
1321984769,0.0
5425504056,0.0
5026662751,0.0
1622114637,0.0
1597179687,0.0
1537336892,0.0
1697635978,0.0
1596114705,0.0
5221463102,0.0
274460550,0.0
5115161346,0.0
885389279,0.0
1982465458,0.0
1554176691,0.0
5549506072,0.0
trudovonline,0.0
1064605772,0.0
giannici_official,0.0
798886787,0.0
1580907936,0.0
1741228043,0.0
907489006,0.0
1942312460,0.0
2028228171,0.0
5732908981,0.0
524604489,0.0
2066701862,0.0
5592304901,0.0
811437148,0.0
1597627815,0.0
5886859757,0.0
5490410068,0.0
1507834242,0.0
1330839089,0.0
1520418735,0.0
1202870006,0.0
1195050295,0.0
620840375,0.0
ElectionIntegrityMAChan,0.0
1403679958,0.0
380448454,0.0
5095409683,0.0
1383468071,0.0
1722700377,0.0
1293347324,0.0
1446930795,0.0
1354402649,0.0
5474618580,0.0
6260845801,0.0
1509899512,0.0
6873313662,0.0
1527077303,0.0
1589500070,0.0
1187988922,0.0
1195154560,0.0
best_isp,0.0
1012787255,0.0
1578393643,0.0
1533452170,0.0
szhurova,0.0
5160803321,0.0
6325238970,0.0
1589284289,0.0
1447606372,0.0
1573181195,0.0
6642674018,0.0
1598096299,0.0
1111049540,0.0
1741595709,0.0
231305925,0.0
1488779534,0.0
1545150473,0.0
1977952584,0.0
1592215914,0.0
1438828174,0.0
1438922521,0.0
203855741,0.0
812565324,0.0
dolgarevaanna,0.0
1476194772,0.0
1536453556,0.0
958790752,0.0
babylon_c,0.0
trut2022,0.0
1575640067,0.0
2103243744,0.0
1270721129,0.0
2093305054,0.0
5939137508,0.0
2043243830,0.0
6462227129,0.0
6231599586,0.0
5356681606,0.0
1061581664,0.0
1545594165,0.0
1888124443,0.0
2011969152,0.0
1536500631,0.0
990416410,0.0
5098503403,0.0
5231563746,0.0
151718815,0.0
1585643461,0.0
1508338490,0.0
1599157251,0.0
1576664763,0.0
1104429329,0.0
968551081,0.0
939526539,0.0
1747024389,0.0
1061268517,0.0
85720244,0.0
331618070,0.0
185761655,0.0
1993003174,0.0
466451473,0.0
669846681,0.0
866168378,0.0
1557049083,0.0
2143133113,0.0
205176061,0.0
1526744721,0.0
912514145,0.0
1603190070,0.0
1905223324,0.0
5331730655,0.0
1462391168,0.0
5492431229,0.0
475447356,0.0
1332819061,0.0
834810300,0.0
5698172658,0.0
1902557045,0.0
toukonotes,0.0
1752425844,0.0
1876388457,0.0
5224783888,0.0
6004506564,0.0
6318458775,0.0
5884772207,0.0
5227880849,0.0
542449535,0.0
1592803532,0.0
628172622,0.0
1308323744,0.0
1702326366,0.0
1625446743,0.0
6471378310,0.0
1023905698,0.0
1666770820,0.0
2043468739,0.0
1473798990,0.0
1528360568,0.0
1471870532,0.0
5976239218,0.0
1928876257,0.0
1591339153,0.0
919886430,0.0
1962572778,0.0
1471832971,0.0
1135533283,0.0
6656901719,0.0
5162087653,0.0
3095625,0.0
1409540959,0.0
1560439193,0.0
1583072337,0.0
1511211078,0.0
1509327333,0.0
5530910181,0.0
524688651,0.0
6631935355,0.0
5186839311,0.0
nsdelzap1,0.0
6119935738,0.0
1479452871,0.0
1563648031,0.0
1407449937,0.0
1650367888,0.0
1568127038,0.0
5717194659,0.0
1629784634,0.0
1613214382,0.0
897173965,0.0
1544511500,0.0
1657422914,0.0
5027775880,0.0
503428604,0.0
5356174006,0.0
1584664450,0.0
1698413489,0.0
1527004535,0.0
5894935611,0.0
2064753974,0.0
1594693373,0.0
crimeanewscom,0.0
5656773814,0.0
2081421143,0.0
5049387101,0.0
bazhenovteam,0.0
5624004114,0.0
5196519490,0.0
NSDVKhersone,0.0
992633964,0.0
1933620196,0.0
1515661823,0.0
5090886739,0.0
1581426494,0.0
1232604907,0.0
1569825842,0.0
contaniments,0.0
1003660938,0.0
1563130988,0.0
1621457444,0.0
1833609520,0.0
5056849048,0.0
1141016381,0.0
1275831661,0.0
814510376,0.0
5695478958,0.0
2021442754,0.0
1519771126,0.0
5628875104,0.0
1796124740,0.0
2143232320,0.0
880299089,0.0
1018476688,0.0
1616729612,0.0
1656408935,0.0
1993425631,0.0
6852381985,0.0
Socialnazionalismo,0.0
5183369842,0.0
1538240974,0.0
1918456185,0.0
310017660,0.0
394537524,0.0
274783647,0.0
1585182866,0.0
1674340147,0.0
1397972125,0.0
5149669799,0.0
5218068024,0.0
Primorye_za,0.0
5118225833,0.0
6618160065,0.0
1278504210,0.0
778883392,0.0
1162816407,0.0
1564869015,0.0
6185148208,0.0
1475717986,0.0
1915253051,0.0
1851159961,0.0
6801805472,0.0
569076713,0.0
1664488612,0.0
1162619890,0.0
6712233044,0.0
66022068,0.0
311411872,0.0
KyivFashionHell,0.0
5325742444,0.0
1617176762,0.0
1587043205,0.0
783665104,0.0
5510317785,0.0
1607522377,0.0
5086888947,0.0
291208592,0.0
1068255888,0.0
5910000661,0.0
5153905208,0.0
1562414833,0.0
5709915504,0.0
1628855564,0.0
6462040191,0.0
2086723656,0.0
1534270828,0.0
1523226849,0.0
1568498776,0.0
189117775,0.0
302318730,0.0
157607081,0.0
928563713,0.0
7086883088,0.0
6673374666,0.0
399768195,0.0
527801629,0.0
5996092829,0.0
6589722675,0.0
1544468227,0.0
1544784303,0.0
1565220225,0.0
1563278366,0.0
1571724605,0.0
898772802,0.0
860234489,0.0
1416890222,0.0
86696864,0.0
1307228182,0.0
506324158,0.0
486356637,0.0
5151074731,0.0
1583441372,0.0
1631644005,0.0
1441630527,0.0
1973679743,0.0
1564975171,0.0
1985620065,0.0
1770240918,0.0
5332243720,0.0
404468779,0.0
5392332947,0.0
1568215579,0.0
277096002,0.0
1372113379,0.0
5431029113,0.0
1948631213,0.0
1529442502,0.0
1557842725,0.0
1550040286,0.0
5065523165,0.0
6602584008,0.0
182228644,0.0
168931788,0.0
1342789188,0.0
6270160111,0.0
Supernov2022,0.0
6062489449,0.0
1224751365,0.0
748264886,0.0
1552416771,0.0
5489515549,0.0
2044250281,0.0
5075153902,0.0
1604336668,0.0
5211405928,0.0
1450076993,0.0
1566899775,0.0
1597131439,0.0
1552778068,0.0
1139734235,0.0
5266981771,0.0
165681737,0.0
whitefilin,0.0
303073343,0.0
1515392812,0.0
710384504,0.0
5267732350,0.0
5205032535,0.0
6944550260,0.0
737985844,0.0
643153568,0.0
twicetoldtales,0.0
1543493454,0.0
1426799022,0.0
1553310707,0.0
1238759091,0.0
1581928772,0.0
1444678262,0.0
858769188,0.0
1410796709,0.0
7060515013,0.0
44825765,0.0
2136506872,0.0
393245482,0.0
553879598,0.0
464496020,0.0
1553577125,0.0
490653874,0.0
5879446232,0.0
1897441122,0.0
1414696443,0.0
364547985,0.0
268540085,0.0
513014746,0.0
313518947,0.0
1667577263,0.0
1449748600,0.0
598497418,0.0
190394254,0.0
5238439625,0.0
271973435,0.0
yar_yurchyshyn,0.0
6932253225,0.0
1379703115,0.0
5373176393,0.0
1745302195,0.0
1568436563,0.0
1121513001,0.0
1496086742,0.0
1282583793,0.0
1571537720,0.0
5125055829,0.0
5522308896,0.0
1796862920,0.0
1574644469,0.0
6239812171,0.0
6391053948,0.0
5222865688,0.0
1084274365,0.0
1557384019,0.0
1464696464,0.0
1921847761,0.0
1574338895,0.0
224148890,0.0
147798196,0.0
669360116,0.0
1238676798,0.0
82808631,0.0
1544523148,0.0
1615083996,0.0
2128342973,0.0
1328629467,0.0
1577810256,0.0
6364409303,0.0
1565333677,0.0
6219544375,0.0
1529020674,0.0
126853016,0.0
316608817,0.0
1446073738,0.0
5280592618,0.0
5585524944,0.0
5265668556,0.0
688125780,0.0
1173882898,0.0
1601060350,0.0
1603227234,0.0
5534179874,0.0
2070774547,0.0
1542477692,0.0
1458474952,0.0
1879236891,0.0
5510560755,0.0
5068152279,0.0
1114541243,0.0
1410383176,0.0
EnfrardgenomAsien,0.0
1868360037,0.0
5535224333,0.0
1536021895,0.0
5953108147,0.0
1208788894,0.0
1359771441,0.0
1358386052,0.0
46143938,0.0
1568005926,0.0
1597106715,0.0
5568136960,0.0
1560560861,0.0
5135996050,0.0
1484687425,0.0
1182749032,0.0
930023305,0.0
384099280,0.0
1554934306,0.0
6479309273,0.0
5052482573,0.0
7074812103,0.0
5181460656,0.0
1352626396,0.0
952901986,0.0
1438807480,0.0
5759182529,0.0
oleksiihoncharenko,0.0
5757994693,0.0
659523939,0.0
264737882,0.0
5275555487,0.0
delyagin,0.0
5321122795,0.0
1575790951,0.0
1549424503,0.0
1456445342,0.0
830246442,0.0
1997193393,0.0
694739443,0.0
1562101201,0.0
1546045229,0.0
1311926346,0.0
5073617992,0.0
823154430,0.0
207013356,0.0
1546326772,0.0
5304284819,0.0
2049180046,0.0
1712923997,0.0
1340800047,0.0
5107187540,0.0
1956266437,0.0
1440600509,0.0
5055977810,0.0
1718846716,0.0
5216645436,0.0
1150077097,0.0
817996878,0.0
1325218560,0.0
456867192,0.0
6090372825,0.0
1514101956,0.0
5199680377,0.0
1563947668,0.0
5811628271,0.0
147953497,0.0
1157909506,0.0
1018057727,0.0
7182773273,0.0
1308048959,0.0
1732197292,0.0
5057250782,0.0
1544064145,0.0
2038138233,0.0
1501473896,0.0
1927992523,0.0
1495100406,0.0
1529315941,0.0
653567921,0.0
1564349445,0.0
25350065,0.0
708058256,0.0
1347533004,0.0
5128435848,0.0
5353963456,0.0
7098912743,0.0
sputnik_afrique,0.0
5614539701,0.0
1407857093,0.0
31987591,0.0
6199623905,0.0
5555674496,0.0
6422299997,0.0
549173131,0.0
1937823368,0.0
5051433848,0.0
1663372965,0.0
1936948116,0.0
1816577987,0.0
1459978162,0.0
ustim1960,0.0
1362726636,0.0
1136056870,0.0
1558461823,0.0
726928878,0.0
1921968885,0.0
5917279522,0.0
5083261905,0.0
1596202692,0.0
6649014101,0.0
1543053077,0.0
1031093166,0.0
1274123324,0.0
761320109,0.0
6935193604,0.0
1505274331,0.0
607501650,0.0
5771712443,0.0
923501751,0.0
6366998596,0.0
301229004,0.0
1216408745,0.0
6255651392,0.0
193890867,0.0
1487377944,0.0
754245621,0.0
2140389133,0.0
5388215570,0.0
1475888433,0.0
5076808654,0.0
1530197052,0.0
1352244809,0.0
1556368324,0.0
5564447651,0.0
97438879,0.0
1495697549,0.0
1447365615,0.0
5739844572,0.0
1020150233,0.0
friday_the13th,0.0
6764025049,0.0
1920142671,0.0
1991933030,0.0
1298554342,0.0
1301848423,0.0
7092838883,0.0
5457577590,0.0
5903066752,0.0
2015933211,0.0
1387261664,0.0
1041553942,0.0
5052024215,0.0
1587436655,0.0
1653137968,0.0
739771986,0.0
81283194,0.0
1553728778,0.0
6219457352,0.0
1503586678,0.0
503850128,0.0
1022758291,0.0
575755365,0.0
5171362655,0.0
1491862735,0.0
391494040,0.0
249231552,0.0
5496645219,0.0
1584043107,0.0
1356683023,0.0
5961193914,0.0
1276966424,0.0
1517709640,0.0
1405410147,0.0
1591960824,0.0
1973509955,0.0
1556074982,0.0
164038849,0.0
1394130781,0.0
WitnessMeIAmAwaited,0.0
876774214,0.0
1267707932,0.0
6616221808,0.0
1510899103,0.0
5293169751,0.0
1518269598,0.0
1437526943,0.0
1724030267,0.0
6828169568,0.0
245635547,0.0
1492060055,0.0
1594077671,0.0
1519814996,0.0
1487390912,0.0
1778154034,0.0
1517336445,0.0
2138227879,0.0
1526572894,0.0
6808755787,0.0
6178216300,0.0
1583248513,0.0
1581314356,0.0
2106042595,0.0
80975936,0.0
223772893,0.0
6086529381,0.0
6159983843,0.0
424351077,0.0
2091273945,0.0
1521103305,0.0
1515359053,0.0
197298072,0.0
5107604260,0.0
1943452685,0.0
1454340709,0.0
1382300700,0.0
1430577276,0.0
1090411845,0.0
288088179,0.0
bezfiltrov_show,0.0
32307057,0.0
1570980434,0.0
1575057791,0.0
1918913737,0.0
1659499253,0.0
1528648181,0.0
5584120634,0.0
1583660920,0.0
1508867163,0.0
1507724948,0.0
544009167,0.0
1590451820,0.0
1456253818,0.0
5912816273,0.0
1585761072,0.0
1614707255,0.0
376686857,0.0
romania_ru,0.0
6706976957,0.0
5184657869,0.0
775321435,0.0
649616157,0.0
676701976,0.0
1890116276,0.0
5761879993,0.0
5131233787,0.0
1994906473,0.0
1646034911,0.0
1318498016,0.0
rupor_project,0.0
508277353,0.0
5230647268,0.0
1438087665,0.0
1561962637,0.0
5438517594,0.0
2044786357,0.0
871127858,0.0
237153433,0.0
AmericaFirstAudits,0.0
5494035008,0.0
1695927968,0.0
2030698293,0.0
korobov_latyncev,0.0
743754261,0.0
5105429569,0.0
1542742544,0.0
6926868769,0.0
5377101516,0.0
702615460,0.0
museumgorodn,0.0
1554336395,0.0
1026306567,0.0
5494886544,0.0
1105374317,0.0
592928703,0.0
6624483064,0.0
1154178505,0.0
895480461,0.0
6022902223,0.0
81080515,0.0
761043608,0.0
631249176,0.0
1523685360,0.0
1540666660,0.0
1596830402,0.0
1599204765,0.0
5384551722,0.0
1675839445,0.0
5398419144,0.0
1938079148,0.0
589787587,0.0
5077755097,0.0
1073367827,0.0
5719036542,0.0
5057672099,0.0
891451,0.0
663823094,0.0
6496237463,0.0
5139872815,0.0
1520517028,0.0
5542589100,0.0
1627824732,0.0
889325352,0.0
1016809956,0.0
1574210242,0.0
2002878894,0.0
1014636669,0.0
1992688517,0.0
1309821878,0.0
1583124169,0.0
1546112239,0.0
172244663,0.0
5175243144,0.0
1605255809,0.0
5716020591,0.0
5608589698,0.0
6847989942,0.0
1943021657,0.0
625372160,0.0
1752816420,0.0
6556492035,0.0
999451800,0.0
6958197128,0.0
6092331614,0.0
1477881147,0.0
842975437,0.0
1023492235,0.0
